296,1,6,2,000,673.55,0.00,contact person,invoice need   send to henry,2020-07-22,edit
295,1,6,2,000,673.55,0.00,contact person,invoice need   send to henry,2020-07-22,edit
294,5,2,2,000,345.03,0.00,contact person,,2020-08-28,
293,3,2,2,000,70.00,0.00,contact person,,2020-07-28,des48
292,3,2,2,000,0.06,0.00,contact person,pay after approval,2020-07-31,des48
291,5,2,2,000,345.03,0.00,contact person,,2020-07-23,
290,1,6,1,000,673.55,0.00,contact person,invoice need   send to henry,2020-07-12,
289,1,6,1,000,673.57,0.00,contact person,,2020-07-18,
288,2,6,1,000,654.00,0.00,contact person,,2020-07-18,edit
287,1,7,2,000,1100.00,0.00,contact person,,2020-07-31,
286,3,2,1,000,345.01,0.00,contact person,,2020-07-18,
285,1,6,1,000,345.00,0.00,contact person,,2020-07-18,
284,1,6,1,000,345.00,0.00,contact person,,2020-07-18,
283,1,6,1,000,673.55,0.00,contact person,,2020-07-18,
282,1,2,2,000,345.00,0.00,contact person,,2020-07-18,
281,1,6,1,000,333.00,0.00,contact person,,2020-07-31,
280,1,6,1,000,673.55,0.00,contact person,,2020-07-31,
279,1,6,1,000,673.55,0.00,contact person,,2020-07-31,
278,1,6,1,000,673.55,0.00,contact person,,2020-07-31,
277,2,2,2,100,122.00,0.00,contact person,,2020-07-30,
276,2,2,1,000,988.00,0.00,contact person,,2020-07-31,
275,3,6,1,000,6669.00,0.00,contact person,,2020-07-25,
274,2,2,1,000,666.00,0.00,contact person,,2020-07-22,
273,2,2,2,876500,600.00,0.00,contact person,,2020-12-28,no worry
272,6,5,1,549,321.00,0.00,contact person,"invoice need   send to henry, no need to call, please check the detail beofre send , please confirm the payment",2020-07-31,thanks
271,2,5,2,000,7333.80,0.00,contact person,,2020-09-02,
270,2,2,2,000,673.55,0.00,contact person,invoice need   send to henry,2021-05-24,edit
269,6,2,2,000,345.00,0.00,contact person,,2023-06-21,
268,10,2,7,000,670.00,0.00,contact person,,2020-10-28,
267,6,6,2,23800,4587.00,0.00,Betty,,2023-07-14,
266,5,8,1,005,5333.00,0.00,contact person,,2021-05-24,
265,6,8,7,000,4999.00,0.00,contact person,,2020-10-31,
264,2,2,2,inv456,345.00,0.00,contact person,need payasp,2020-03-07,des
263,1,6,1,000,673.55,0.00,contact person,invoice need   send to henry,2020-07-12,
262,2,6,6,000,63.55,8.00,contact person,,2020-09-30,des48
260,5,8,1,009,7654.99,0.00,Meggie,received on 6/6/2020,2020-09-30,material and delivery
259,4,5,2,000,3888.00,66.00,contact person,invoice need   send to henry,2020-09-28,model edit
257,3,2,1,chris 23,590.00,0.00,sam,please send to joan on joan@hotmail.com,2020-08-27,finish scafolding stage 3
245,2,6,1,007,765.99,830.99,contact person,,2020-07-28,
242,2,2,1,000,673.55,600.00,contact person,,2020-07-30,test u
241,2,2,2,000,673.55,150.00,contact person,,2020-07-29,
237,4,8,2,000,673.55,200.00,contact person,,2020-09-02,
234,2,5,1,000,673.55,0.00,contact person,,2020-07-30,
231,2,2,2,000,673.58,0.00,contact person,,2020-07-31,
226,1,6,2,dd,673.55,0.00,contact person,,2020-07-31,
224,5,5,2,000,673.54,0.00,contact person,,2020-07-30,
223,5,5,2,000,673.54,0.00,contact person,,2020-07-30,
222,3,2,2,000,333.00,0.00,contact person,,2020-07-31,des48
219,2,7,2,000,345.99,0.00,contact person,pay after approval,2020-07-28,edit
218,1,7,2,000,345.99,0.00,contact person,pay after approval,2020-07-28,edit
217,1,7,2,000,345.99,0.00,contact person,pay after approval,2020-07-28,edit
210,3,5,2,000,673.55,0.00,contact person,,2020-07-22,
209,2,2,1,000,345.00,0.00,contact person,,2020-07-22,
207,2,2,1,000,345.77,0.00,contact person,,2020-07-31,
206,1,6,2,000,655.90,0.00,contact person,,2020-07-29,
202,6,6,2,000,105.55,0.00,contact person,test pop,2020-07-31,des
201,2,5,1,000,345.01,0.00,contact person,,2020-07-30,
200,1,6,2,000,123.00,0.00,contact person,,2020-07-29,
198,2,6,1,010,345.01,0.00,contact person,,2020-07-31,
197,1,6,1,009,673.50,0.00,contact person,,2020-07-30,
196,1,6,2,000,673.55,0.00,contact person,invoice need   send to henry,2020-07-22,edit
195,1,6,2,000,673.55,0.00,contact person,invoice need   send to henry,2020-07-22,edit
194,5,2,2,000,345.03,0.00,contact person,,2020-08-28,
193,3,2,2,000,70.00,0.00,contact person,,2020-07-28,des48
192,3,2,2,000,0.06,0.00,contact person,pay after approval,2020-07-31,des48
191,5,2,2,000,345.03,0.00,contact person,,2020-07-23,
189,1,6,1,000,673.57,0.00,contact person,,2020-07-18,
188,2,6,1,000,654.00,0.00,contact person,,2020-07-18,edit
187,1,7,2,000,1100.00,100.00,contact person,,2020-07-31,
186,3,2,1,000,345.01,0.00,contact person,,2020-07-18,
185,1,6,1,000,345.00,0.00,contact person,,2020-07-18,
184,1,6,1,000,345.00,110.00,contact person,,2020-07-18,
183,1,6,1,000,673.55,0.00,contact person,,2020-07-18,
182,1,2,2,000,345.00,3.80,contact person,,2020-07-18,
181,1,6,1,000,333.00,333.00,contact person,,2020-07-31,
180,1,6,1,000,673.55,50.00,contact person,,2020-07-31,
179,1,6,1,000,673.55,0.00,contact person,,2020-07-31,
178,1,6,1,000,673.55,0.00,contact person,,2020-07-31,
177,2,2,2,100,122.00,100.00,contact person,,2020-07-30,
176,2,2,1,000,988.00,0.00,contact person,,2020-07-31,
175,3,6,1,000,6669.00,1229.00,contact person,,2020-07-25,
174,2,2,1,000,666.00,0.00,contact person,,2020-07-22,
173,2,2,2,876500,600.00,255.00,contact person,,2020-12-28,no worry
172,6,5,1,549,321.00,3.80,contact person,"invoice need   send to henry, no need to call, please check the detail beofre send , please confirm the payment",2020-07-31,thanks
171,2,5,2,000,7333.80,3.80,contact person,,2020-09-02,
170,2,2,2,000,673.55,673.00,contact person,invoice need   send to henry,2021-05-24,edit
169,6,2,2,000,345.00,290.00,contact person,,2023-06-21,
167,6,6,2,23800,4587.00,4587.00,Betty,,2023-07-14,
166,5,8,1,005,5333.00,299.00,contact person,,2021-05-24,
164,2,2,2,inv456,345.00,145.00,contact person,need payasp,2020-03-07,des
163,1,6,1,000,673.55,689.00,contact person,invoice need   send to henry,2020-07-12,
